time_left_game,score_diff,tau_wp,b_hat,cell_count,cell_density,tau_sensitivity,abs_difference,supported,tau_wp_sign,tau_sensitivity_sign,sign_flip,time_band
41.25,-5.0,0.0067299008369445,-0.0014936124595503,685,60.888888888888886,0.008223513296494801,0.0014936124595503007,True,positive,positive,False,30_60
41.25,-4.0,0.0059489292713503,-0.0014588947718342,753,66.93333333333334,0.0074078240431845,0.0014588947718341995,True,positive,positive,False,30_60
41.25,-3.0,0.0048058038034165,-0.0015042186326657,687,61.06666666666667,0.0063100224360822,0.0015042186326657,True,positive,positive,False,30_60
41.25,-2.0,0.0050369884896402,-0.0013677354436367,776,68.97777777777777,0.0064047239332768995,0.0013677354436366996,True,positive,positive,False,30_60
41.25,-1.0,0.0063021647899101,-0.001421558476674,772,68.62222222222222,0.0077237232665841,0.0014215584766740005,True,positive,positive,False,30_60
41.25,0.0,0.0021352355446045,-0.001412850106135,805,71.55555555555556,0.0035480856507395,0.0014128501061349999,True,positive,positive,False,30_60
41.25,1.0,-0.0010091837417955,-0.001437526429072,680,60.44444444444444,0.0004283426872765002,0.001437526429072,True,negative,positive,True,30_60
41.25,2.0,-0.0023444244870916,-0.0013919299623618,650,57.77777777777778,-0.0009524945247298001,0.0013919299623618,True,negative,negative,False,30_60
41.25,3.0,-0.003674020525068,-0.00152499267521,678,60.266666666666666,-0.002149027849858,0.00152499267521,True,negative,negative,False,30_60
41.25,4.0,0.0004796207843658,-0.0014632420109895,548,48.71111111111111,0.0019428627953553,0.0014632420109895,True,positive,positive,False,30_60
41.25,5.0,-0.0004801492129142,-0.0014625778421759,509,45.24444444444445,0.0009824286292617,0.0014625778421759,True,negative,positive,True,30_60
41.25,6.0,-0.0011279341803553,-0.0014198363060131,450,40.0,0.00029190212565779984,0.0014198363060131,True,negative,positive,True,30_60
41.25,7.0,-0.0015416501555591,-0.0014134820085018,348,30.933333333333334,-0.00012816814705730005,0.0014134820085018,True,negative,negative,False,30_60
41.25,8.0,-0.0016322697047144,-0.0014204612234607,337,29.95555555555556,-0.00021180848125369983,0.0014204612234607,True,negative,negative,False,30_60
41.25,9.0,-0.0016322697047144,-0.0014186413027346,318,28.266666666666666,-0.00021362840197979992,0.0014186413027346,True,negative,negative,False,30_60
41.25,10.0,-0.001740790825958,-0.0014155411239092,309,27.466666666666665,-0.00032524970204880006,0.0014155411239092,True,negative,negative,False,30_60
52.5,-10.0,0.0043446579948067,-0.0014516304557522,594,52.8,0.005796288450558899,0.0014516304557521996,True,positive,positive,False,30_60
52.5,-9.0,0.0029748222247386,-0.0014518236275762,637,56.62222222222222,0.0044266458523148,0.0014518236275762003,True,positive,positive,False,30_60
52.5,-8.0,0.0007993262455177,-0.0014530763728544,615,54.66666666666666,0.0022524026183720998,0.0014530763728544,True,positive,positive,False,30_60
52.5,-7.0,0.0061350874602794,-0.001446621492505,650,57.77777777777778,0.0075817089527843995,0.0014466214925049998,True,positive,positive,False,30_60
52.5,-6.0,0.0062309894710779,-0.0014079484778145,693,61.6,0.0076389379488924,0.0014079484778144998,True,positive,positive,False,30_60
52.5,-5.0,0.0078060881545146,-0.0014137084751079,737,65.5111111111111,0.0092197966296225,0.0014137084751079006,True,positive,positive,False,30_60
52.5,-4.0,0.0062868578825145,-0.0013797869905829,735,65.33333333333333,0.0076666448730974,0.0013797869905829005,True,positive,positive,False,30_60
